Track,Album Name,Artist,Release Date,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Likes,TikTok Views,Explicit Track
Heartless,808s & Heartbreak (Exclusive Edition),Kanye West,1/1/2008,26.9,"1,315,577,954",261770,79.0,"366,241,783","2,719,377","32,605,436","250,337,316",0
Galaxy Express,Galaxy Express - Single,D Gerrard,1/5/2024,26.9,"20,710,234",1513,61.0,"89,001,571","370,896",,,0
Skate,Skate,Bruno Mars,7/30/2021,26.9,"248,947,222",70726,63.0,"129,102,965","1,676,120","372,385","5,258,682",0
Mercy,Mercy,Shawn Mendes,8/18/2016,26.9,"1,351,515,181",114379,74.0,"602,907,962","5,996,722","27,390,411","169,125,285",0
Dame Tu Cosita (feat. Cutty Ranks),Dame Tu Cosita,El Chombo,4/15/2018,26.9,"47,325,533",11423,54.0,"585,319,992","2,136,542","484,259,534","6,695,334,604",0
Enemy - from the series Arcane League of Legends,Enemy (from the series Arcane League of Legends),Imagine Dragons,10/27/2021,26.9,"313,209,345",57092,65.0,,,"17,669,829","145,431,218",0
Dear John,End of the World,Wild Child,3/31/2023,26.9,"271,785",152,21.0,"281,209,604","1,652,039",,,0
Mount Everest,Mount Everest,Labrinth,6/21/2019,26.9,"612,159,812",128472,72.0,"218,832,200","3,089,060","458,425,066","3,490,816,416",1
Escï¿½ï¿½n,Escï¿½ï¿½n,ýýengo Flow,8/25/2023,26.9,"63,748,913",11841,60.0,"109,386,782","532,629","438,906","4,695,060",1
LAISSE MOI,LAISSE MOI,KeBlack,9/8/2023,26.8,"76,805,130",12362,,"62,061,765","290,394","21,137,395","261,958,744",1
This Is The Life,This Is The Life,LIZOT,10/13/2023,26.8,"72,773,866",23003,71.0,"5,868,964","68,984",,,0
Baianï¿,Baianï¿,Bakermat,7/26/2019,26.8,"402,771,910",128641,73.0,"131,360,082","1,357,948","71,432,760","1,028,129,238",0
Homicide (feat. Eminem),Homicide,Logic,5/3/2019,26.8,"526,019,789",102549,64.0,"272,873,622","4,245,401","2,207,422","21,779,736",1
More Than My Hometown,More Than My Hometown,Morgan Wallen,4/17/2020,26.8,"503,296,417",55067,74.0,"198,319,407","665,110","12,089,070","124,574,139",0
Work Out,Work Out,J. Cole,7/4/2011,26.8,"955,547,971",199078,76.0,"310,902,280","2,357,811","15,376,388","130,023,976",1
Soltera,ýýpico,Lunay,10/25/2019,26.8,"170,646,969",5488,47.0,"990,507,015","5,312,366",,,0
Fall In Love Alone,Fall In Love Alone,Stacey Ryan,5/13/2022,26.8,"250,626,750",28158,66.0,"42,387,613","401,947","158,358,329","1,888,735,985",0
Huntinï¿½ï¿½ï¿½ W,Might Delete Later,J. Cole,4/5/2024,26.8,"36,972,292",5914,,"7,753,794","139,155",,,1
Plain Jane,Plain Jane,A$AP Ferg,8/4/2017,26.8,"733,772,721",146447,65.0,"251,008,598","3,281,866","86,025,556","707,393,379",1
ORANGE SODA,ORANGE SODA,Baby Keem,7/16/2019,26.8,"676,690,653",183862,73.0,"69,181,584","992,247","26,055,931","203,414,980",1
Clap For 'Em (feat. Flo Milli & Sada Baby),Clap For 'Em (feat. Flo Milli & Sada Baby),YungManny,3/20/2021,26.8,"21,634,137",6881,40.0,"1,198,045","19,492","200,277,564","1,553,141,547",1
Righteous,Righteous,Juice WRLD,4/24/2020,26.8,"553,627,198",108088,64.0,"293,505,196","3,213,599","5,994,142","43,552,260",1
Tï¿½ï¿½ ,Odisea,Ozuna,8/25/2017,26.8,"500,508,660",31360,68.0,"978,838,486","4,506,721","14,707,010","136,354,987",0
Casei Com a Putaria,Casei Com a Putaria,Mc Paiva ZS,7/1/2022,26.8,"255,564,797",31242,63.0,"264,486,017","1,523,924","23,505,507","183,685,728",1
9mm,Memphis Cult Vol. 6,Memphis Cult,2/23/2023,26.8,"157,826,873",34124,4.0,"33,874,675","706,576","43,560","587,731",1
SOLO - Live,BLACKPINK 2018 TOUR 'IN YOUR AREA' SEOUL (Live),BLACKPINK,8/30/2019,26.8,"6,197,708",428,26.0,"1,100,441,738","18,179,095","63,986","421,369",0
Envy Me,Envy Me,Calboy,9/13/2018,26.7,"492,873,992",86600,58.0,"319,720,084","2,660,740","132,042,330","1,010,801,789",1
DEJA VU,DEJA VU,Luan Santana,12/7/2023,26.7,"117,285,775",5157,,"74,303,022","525,485",,,0
Gï¿½ï¿½r,Gï¿½ï¿½r Bak - Si,Fatih Bulut,3/8/2024,26.7,"11,315,262",557,,"53,172,804","172,426",,,0
vendetta!,vendetta!,MUPP,5/20/2022,26.7,"317,919,778",77387,68.0,"51,618,223","617,981","6,821,906","60,936,894",1
Tï¿½ï¿½ OK (Re,Tï¿½ï¿½ OK (Remix) (feat. MC Kevin o Ch,DENNIS,8/3/2023,26.7,"112,629,182",13995,68.0,"45,525,215","604,580","37,624,994","569,736,479",0
I'll Be Waiting,I'll Be Waiting,Cian Ducrot,11/10/2022,26.7,"185,042,019",41058,62.0,"35,977,202","482,490","7,073,614","68,670,799",0
Admirin' You (feat. Preston Pablo),Admirin' You (feat. Preston Pablo),Karan Aujla,8/1/2023,26.7,"97,989,585",11146,63.0,"102,363,097","1,045,313",,,0
Untitled #13,Untitled #13,Glwzbll,4/4/2023,26.7,"32,244,050",12908,58.0,"103,148,536","1,493,640","144,496,419","1,579,523,296",0
El Belicï¿½,El Belicï¿½,Peso Pluma,2/4/2022,26.7,"254,275,891",27949,64.0,"326,775,934","1,525,536","15,883,571","217,432,850",1
imgonnagetyouback,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,4/19/2024,26.7,"88,244,010",2659,,"7,381,186","96,742","1,925,300","14,644,000",0
Roses (with Juice WRLD feat. Brendon Urie),Roses (with Juice WRLD feat. Brendon Urie),benny blanco,12/5/2018,26.7,"475,881,575",74084,57.0,"40,942,190","516,795","3,941,871","41,147,911",1
BANZAI!,BANZAI!,Kazuo,12/24/2022,26.7,"118,164",91,10.0,"341,971,709","1,203,797","2,599","20,739",1
One Thing Right,One Thing Right (feat. Kane Brown),Marshmello,6/21/2019,26.7,"545,011,148",69335,65.0,"312,775,703","3,080,420","17,058,045","170,167,441",0
Wildest Dreams,1989 (Deluxe),Taylor Swift,1/1/2014,26.7,"964,058,806",102916,70.0,"930,982,185","5,528,129","137,427,132","1,025,978,293",0
Calling For You (feat. 21 Savage),For All The Dogs,Drake,10/6/2023,26.7,"74,265,576",23221,,,,,,1
Like That,WE DON'T TRUST YOU,Future,3/20/2024,26.7,"352,623,365",932,,,,,,0
What About Us,What About Us,P!nk,8/10/2017,26.7,"788,403,596",79260,70.0,"508,358,793","3,107,893","22,964,606","215,488,504",0
On The Floor,VTM Kzoom Hits Best Of 2011,Jennifer Lopez,1/1/2011,26.7,"456,241,170",89265,69.0,"2,333,347,395","9,971,513","171,375,947","1,446,146,402",0
Mentalitï¿,EP2,Baby Gang,6/17/2022,26.7,"120,605,300",50347,66.0,"116,373,773","1,063,920","18,244,859","261,974,228",1
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,9/28/2018,26.7,"1,569,891,590",133300,66.0,"384,590,913","3,935,031","46,194,014","530,240,861",1
Captain Hook,Suga,Megan Thee Stallion,3/6/2020,26.6,"199,063,354",27343,59.0,"140,058,306","1,231,359","128,729,922","1,039,448,470",1
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,Djpaoremix,2/3/2023,26.6,"134,274",70,,"6,873,380","41,796","20,188,963","379,926,509",0
I'll Be There,I'll Be There,Robin Schulz,10/13/2023,26.6,"21,067,560",4684,,"8,446,909","70,328","253,568","3,385,213",0
Heavy stunts (with Don Toliver),King tonka,Yeat,5/3/2024,26.6,"11,680,886",2796,,,,,,1
Time Today,Time Today,Moneybagg Yo,2/3/2021,26.6,"191,071,471",61218,65.0,"109,977,159","1,028,822","8,245,826","67,883,730",1
Hold Me While You Wait,Hold Me While You Wait,Lewis Capaldi,5/3/2019,26.6,"793,528,511",99106,70.0,"318,332,999","2,522,360","22,545,934","140,058,016",0
messy in heaven,messy in heaven,venbee,9/23/2022,26.6,"120,785,398",45503,59.0,"25,495,861","202,181","3,729,330","64,940,140",0
Maquillaje,Maquillaje - Single,Renn,1/10/2024,26.6,"71,320,813",6751,76.0,"42,538,475","287,894","760,808","7,603,158",1
Shiver,Shiver,John Summit,2/14/2024,26.6,"30,048,265",7304,,"5,098,200","65,463",,,0
Novidade na ï¿½ï¿,Novidade na ï¿½ï¿,Mc Livinho,6/23/2023,26.6,"191,234,818",26907,64.0,"67,753,459","593,702",,,1
Coming for You (feat. A1 x J1),Coming for You (feat. A1 x J1),SwitchOTR,10/29/2021,26.6,"169,896,142",75491,56.0,"75,289,061","945,215","130,156,421","1,737,382,885",1
Toxic Pony,Toxic Pony (feat. Britney Spears & Ginuwine),ALTï¿½ï,1/21/2022,26.6,"103,232,015",33577,60.0,"9,695,261","155,015","271,083,554","2,866,098,547",0
Grey,Grey - Single,Yung Filly,1/26/2024,26.6,"48,858,795",9713,,"14,953,162","318,976","679,900","7,540,800",0
Aquï¿½ï¿½ A,Aquï¿½ï¿½ A,Christian Nodal,7/10/2020,26.6,"423,313,161",33148,66.0,"597,262,135","2,506,019","2,257,511","35,488,227",0
Whistle,Pioneer The Album (Vol.13),Flo Rida,9/27/2010,26.6,"814,272,136",180832,72.0,"731,556,941","4,447,478","30,075,991","257,784,004",0
Ceux qu'on ï¿½ï¿½,Ceux qu'on ï¿½ï¿½tait - Si,Pierre Garnier,2/7/2024,26.6,"50,498,801",2884,70.0,"27,905,696","361,990",,,0
Apaga El Cel,Apaga El Cel,Calle 24,12/22/2023,26.6,"145,975,016",6115,82.0,"54,043,783","310,905",,,0
ýýýýýýýýýýýýýýýýýý - ýýýý ýýýýýýýý ýýýýýýýý ýýýýýý,ýýýýýýýýýýýýýýýýýý (ýýýý ýýýýýýýý ýýýýýýýý ýýýýýý),Ahmed Saad,6/20/2023,26.6,"20,588,020",3465,58.0,"179,178,650","649,493","9,283,133","274,048,028",0
Leave Me Alone,Leave Me Alone,Flipp Dinero,3/14/2018,26.6,"651,863,663",122266,62.0,"364,860,562","3,465,425","50,621,671","318,020,837",1
LATTE (feat. Maria Becerra),The Academy: Segunda Misiï¿½,The Academy: Segunda Misiï¿½,3/28/2024,26.5,"25,813,787",3297,68.0,"27,340,680","205,074",,,1
Rolling in the Deep - Acapella,Rolling In The Deep,Adele,1/16/2011,26.5,"11,170,019",1580,36.0,"2,522,903,197","13,159,087",,,0
In My Head,In My Head,Lil Tjay,4/1/2022,26.5,"237,061,046",82335,63.0,"47,378,172","923,407","356,522","3,442,700",1
Plan A,Plan A,Paulo Londra,3/23/2022,26.5,"275,416,061",45154,58.0,"237,452,601","5,966,974","38,034,415","356,327,284",0
GoodSin,Avana - EP,Olivetheboy,4/21/2023,26.5,"9,513,971",1470,,"17,460,383","97,768","17,984,432","262,199,462",1
Thrift Shop (feat. Wanz),The Heist,Macklemore & Ryan Lewis,10/9/2012,26.5,"1,226,381,432",8351,46.0,"1,905,103,664","13,003,790",,,0
River,River,Bishop Briggs,1/22/2016,26.5,"547,304,707",93449,68.0,"566,895,107","8,058,632","432,649,655","4,144,883,692",0
Dil Diyan Gallan,Tiger Zinda Hai (Original),Atif Aslam,12/12/2017,26.5,"204,127,666",20958,65.0,"1,326,806,818","7,661,864","3,586,828","60,784,930",0
Little Bit of Love,Little Bit of Love,Tom Grennan,1/8/2021,26.5,"389,164,529",60436,62.0,"96,711,789","597,354","9,869,894","82,984,646",0
I Knew You Were Trouble.,I Knew You Were Trouble.,Taylor Swift,1/1/2012,26.5,"839,642,356",110606,72.0,"545,463,966","4,002,306","5,417,399","48,882,930",0
Fresh Out The Slammer,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,26.5,"105,424,914",2473,,"7,227,379","113,318","348,700","2,500,000",0
The Real Slim Shady,The Source Hip-Hop Hits Vol. 4,Eminem,1/1/2000,26.5,"1,798,020,679",352947,81.0,"961,666,231","7,927,293","86,740,640","771,015,965",1
Left and Right (Charlie Puth) [feat. Jung Kook of BTS] - Sped Up Version,Left and Right (Charlie Puth) [feat. Jung Kook of BTS] [Sped Up Version],sped up nightcore,7/18/2022,26.5,"3,492,767",807,27.0,"412,119,147","8,660,129","1,891,966","24,601,626",0
Save Me,Save Me,Jelly Roll,6/25/2020,26.5,"143,528,699",26295,65.0,"395,691,039","3,870,422","13,408,126","184,322,890",0
ýýýýýý,ýýýýýý,SPRITE,4/29/2021,26.5,"9,126,545",2349,41.0,"440,738,171","3,204,368","96,385,707","1,185,912,241",1
Best For Me,Best For Me,Joyner Lucas,3/18/2024,26.5,"18,852,560",3014,,"18,904,500","468,752","120,700","1,200,000",1
Ni Me Debes Ni Te Debo,Colmillo De Leche,Carin Leon,5/19/2023,26.5,"168,963,270",9329,52.0,"138,646,834","561,807","6,759,488","90,780,465",0
Ya No Vuelvas,Ya No Vuelvas,Luck Ra,8/9/2022,26.4,"28,739,240",4519,51.0,"378,611,518","826,925","2,316,894","26,531,589",0
Scared To Be Lonely,Dua Lipa (Complete Edition),Martin Garrix,1/1/2015,26.4,"1,254,883,107",131909,73.0,"995,579,933","7,131,931","12,363,862","113,741,661",0
Un Aï¿½,Un Aï¿½,Sebastian Yatra,1/18/2019,26.4,"573,290,850",44972,67.0,"830,580,317","5,534,299","17,545,978","164,663,552",0
21,THE GOAT,Polo G,5/15/2020,26.4,"500,766,243",134529,67.0,"161,831,915","1,890,192","5,844,781","22,513,039",1
I Gotta Feeling,The E.N.D. (The Energy Never Dies),Black Eyed Peas,1/1/2009,26.4,"1,423,655,688",306620,76.0,"190,741,649","1,734,831","96,154,828","680,999,560",0
NOSTYLIST,NO STYLIST,Destroy Lonely,8/12/2022,26.4,"100,973,437",55772,63.0,"14,289,584","264,058","72,100,628","552,255,188",1
Respect (2021 Remaster),The Genius of Aretha Franklin,Aretha Franklin,2/19/2021,26.4,"607,726,217",158,20.0,,,,,0
SO DONE,SO DONE,The Kid LAROI,10/23/2020,26.4,"428,787,524",95178,62.0,"63,666,862","1,060,419","15,383,747","116,127,311",0
The Boat Beat,The Boat Beat,Ricky Desktop,5/12/2020,26.4,"13,847,072",3177,33.0,"8,068,836","219,118","241,086,839","3,081,391,270",0
No Es Justo,No Es Justo,J Balvin,5/11/2018,26.3,"580,941,059",55176,64.0,"965,441,155","3,017,656","1,960,151","19,928,111",0
New Jeans,NewJeans 'Super Shy',NewJeans,7/7/2023,26.3,"253,890,110",22593,73.0,"32,342,210","1,238,077","33,300,089","242,425,753",0
Cat Partying (TikTok Sped Up) - Remix,Cat Partying (TikTok Sped Up) [Remix],Music Factory,3/20/2023,26.3,"2,368,578",1128,,,,"12,239,089","196,993,859",0
WANNABE,IT'z ME,ITZY,3/9/2020,26.3,"365,845,397",29751,66.0,"731,488,947","8,414,274","56,690,917","362,463,277",0
Yï¿½ï¿½reï¿½ï¿½i,Yï¿½ï¿½reï¿½ï¿½i,Amo988,9/15/2023,26.3,"75,979,813",7579,68.0,"104,439,157","350,883","3,921,299","60,449,279",0
No Angels,Everything I Thought It Was,Justin Timberlake,3/14/2024,26.3,"11,092,257",1607,,,,,,0
Champagne Poetry,Certified Lover Boy,Drake,9/3/2021,26.3,"308,396,120",99705,66.0,"63,664,549","669,096","147,816,112","1,204,022,719",1
Imitadora,Imitadora,Romeo Santos,6/23/2017,26.3,"503,904,686",47427,73.0,"1,009,029,328","4,103,220","137,583,052","979,585,978",0
ýýýýýýýýýýýýýý,ýýýýýýýýýýýýýý - Single,Akris & Teddy,5/31/2024,26.3,"306,040",1,15.0,,,,,0
20 Min,Luv Is Rage 2 (Deluxe),Lil Uzi Vert,11/17/2017,26.3,"1,006,734,157",224587,77.0,"106,339,744","850,717","19,855,293","144,628,943",1
Om Jai Jagdish Hare,The Bhajan Project 2,Shivali,2/16/2023,26.3,"8,313",7,8.0,"314,513,125","1,120,176",,,0
Ya No Tiene Novio,Ya No Tiene Novio,Sebastian Yatra,8/10/2018,26.3,"431,529,832",32115,63.0,"1,077,954,732","4,083,486","6,785,915","43,241,693",0
Your Power,Your Power,Billie Eilish,4/29/2021,26.3,"423,439,672",79149,68.0,"170,437,339","4,244,477","54,016,040","347,631,092",0
Bling Bling,Bling Bling - Single,Grupo Marca Registrada,11/27/2023,26.3,"96,383,243",10187,,"51,056,879","376,116","596,994","4,336,957",1
PERO Tï¿,PERO Tï¿,KAROL G,2/23/2023,26.3,"212,911,684",22815,71.0,"106,041,009","588,756","9,084,718","131,834,580",1
N'y pense plus,N'y pense plus,Tayc,6/19/2020,26.3,"177,952,382",60714,63.0,"217,526,800","1,861,229","227,091,507","2,758,905,591",0
Body,Good News,Megan Thee Stallion,11/20/2020,26.3,"327,693,363",59033,63.0,"215,966,337","3,070,939","371,525,726","2,873,316,705",1
Where You Are,Where You Are,John Summit,3/3/2023,26.3,"123,058,600",41625,71.0,"15,090,329","160,292","2,501,719","30,233,661",0
Scream & Shout,Scream & Shout,will.i.am,11/20/2012,26.3,"767,661,283",177756,72.0,"1,211,548,500","6,168,792","110,048,740","838,554,125",1
bigger thï¿½ï¿½n everyt,bigger thï¿½ï¿½n everyt,Yeat,8/10/2023,26.3,"48,790,265",26044,59.0,"11,963,045","259,674","239,969","2,309,009",1
Princess Diana (with Nicki Minaj),Princess Diana (with Nicki Minaj),Ice Spice,4/14/2023,26.3,"220,270,601",34862,67.0,"32,354,134","356,483","98,324,852","905,030,524",1
This Is Me,This Is Me,Keala Settle,10/27/2017,26.2,"809,894,358",80591,66.0,"622,964,718","4,716,659","1,528,788","16,464,069",0
QUE PRETENDES,OASIS,J Balvin,6/28/2019,26.2,"806,817,589",85661,71.0,"489,443,301","2,894,907","21,776,640","131,482,347",0
The Chicken Wing Beat,The Chicken Wing Beat,Ricky Desktop,6/13/2020,26.2,"68,033,539",13060,60.0,"88,796,716","1,038,952","206,433,932","2,164,370,742",0
Nï¿½ï¿½o Vou Nam,Nï¿½ï¿½o Vou Nam,DJ Ws da Igrejinha,1/19/2024,26.2,"73,192,291",7800,79.0,"34,522,299","269,890",,,1
Rim Tim Tagi Dim,Rim Tim Tagi Dim,Baby Lasagna,1/12/2024,26.2,"34,926,866",4003,75.0,"50,347,276","837,359",,,0
Baila Baila Baila,Baila Baila Baila,Ozuna,1/5/2019,26.2,"563,326,343",71108,64.0,"619,678,799","3,452,638","2,189,375","13,221,298",0
Ms. Jackson,Ms. Jackson,Pashanim,8/24/2023,26.2,"91,200,208",31859,69.0,"9,615,800","108,288","502,312","4,482,394",0
Sï¿½ï¿½PER ULTRA ,Sï¿½ï¿½PER ULTRA ,Picus,4/15/2023,26.2,"14,167,450",963,56.0,"246,398,948","1,783,107","10,206,545","145,453,664",0
Happier (feat. Clementine Douglas),Happier (feat. Clementine Douglas) - Single,The Blessed Madonna,2/2/2024,26.2,"30,812,151",5012,71.0,"4,200,741","25,745",,,0
Sin Tanto Royo,Sin Tanto Royo,Luis R Conriquez,10/20/2023,26.2,"92,158,242",10988,,"73,651,632","328,795","134,310","1,349,277",0
Psycho,ýýýThe ReVe Festivalýýý Finale,Red Velvet,12/23/2019,26.2,"471,042,668",37370,66.0,"716,847,469","9,852,754","34,695,574","222,663,523",0
Rhyme Dust,Rhyme Dust,MK,2/24/2023,26.2,"116,992,202",44035,65.0,"7,745,796","95,181","8,695,476","92,238,960",0
Tu Foto,Tu Foto,Q' Lokura,5/16/2024,26.1,"9,244,547",925,69.0,"12,781,421","82,897",,,0
Loco,Loco,Justin Quiles,5/13/2021,26.1,"417,078,369",80390,61.0,"22,493,718","150,440","109,132,088","1,310,854,382",0
Siempre Pendientes,Siempre Pendientes,Peso Pluma,8/15/2022,26.1,"395,739,041",34865,69.0,"115,349,777","497,323","27,864,309","347,269,682",1
LALALI,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',SEVENTEEN,4/29/2024,26.1,"11,282,322",625,,"23,217,618","887,493","2,229","22,700",0
Slut Me Out,Slut Me Out - Single,NLE Choppa,4/15/2022,26.1,"346,862,697",72540,67.0,"28,725,574","481,537","29,004,515","186,623,555",1
Real Love,Real Love,Martin Garrix,9/22/2023,26.1,"23,089,149",7090,,"1,508,079","15,100","9,061,381","160,449,801",0
A Tu Merced,YHLQMDLG,Bad Bunny,2/29/2020,26.1,"778,269,101",94041,70.0,"357,643,934","1,517,496","42,847,884","287,886,349",0
Cake By The Ocean,Pop Music Best Hit 2012-16's VOL18,DNCE,1/1/2012,26.1,"1,623,436,416",181003,76.0,"205,204,907","2,069,073","55,758,553","345,185,931",1
Exchange,T R A P S O U L,Bryson Tiller,10/2/2015,26.1,"989,672,356",135409,76.0,"713,521,813","4,429,142","12,247,275","71,925,380",1
Wasted Love (feat. Lagique),Wasted Love (feat. Lagique),Ofenbach,1/8/2021,26.1,"385,903,701",66419,61.0,"67,488,485","440,351","53,819,526","771,965,593",0
She Got the Best of Me,This One's for You Too (Deluxe Edition),Luke Combs,6/1/2018,26.1,"572,628,080",58161,79.0,"358,325,972","1,376,330","6,199,392","45,145,253",0
Y Si Se Quiere Ir,Y Si Se Quiere Ir,"Luis Angel ""El Flaco""",11/19/2021,26.1,"110,244,949",10233,39.0,"442,934,526","1,510,804","864,180","12,667,235",0
Camelot,Camelot,NLE Choppa,9/13/2019,26.1,"537,163,250",117513,69.0,"299,438,117","2,767,933","6,757,364","45,616,164",1
Stuck In The Middle,Stuck in the Middle,Tai Verdes,5/29/2020,26.1,"143,421,888",46095,54.0,"23,355,896","429,911","895,618,190","6,940,732,133",1
Step Back!,Step Back!,1nonly,9/2/2022,26.1,"166,436,749",48250,68.0,"49,886,904","632,581","24,932,289","219,657,145",1
ýýýýýý,ýýýýýý,YOASOBI,1/6/2021,26.1,"311,307,250",48587,61.0,"460,930,832","3,166,818","18,691,633","275,649,626",0
UK Rap,Split Decision,Dave,6/4/2023,26.0,"107,742,416",42998,67.0,"11,323,598","134,265",68,921,1
Yugur,Yugur - Single,Dildora Niyozova,2/21/2024,26.0,"17,009",6,,"66,083,451","231,545",,,0
Mi Cama,Mi Cama,KAROL G,5/11/2018,26.0,"224,367,887",21036,57.0,"1,159,610,485","6,061,105","8,220,385","99,044,675",0
Always This Same Old Song,Better Lucky Than Beautiful,Bingo Club,2/24/2023,26.0,"84,198",27,15.0,"295,297,180",,,,0
True Love,True Love,Kanye West,5/27/2022,26.0,"269,363,579",84173,70.0,"3,464,827","61,192","39,781","139,748",0
La Triple T,La Triple T,TINI,5/5/2022,26.0,"265,244,748",27965,58.0,"219,911,011","1,029,281","63,221,453","837,142,924",0
Car's Outside,YOU,James Arthur,10/18/2019,26.0,"578,464,780",64098,76.0,"99,386,903","1,089,785","482,763,087","3,957,426,996",0
Northern Attitude (with Hozier),Northern Attitude (with Hozier),Noah Kahan,11/10/2023,26.0,"269,280,631",16841,,"4,294,607","37,332",,,1
Paradise,Mylo Xyloto,Coldplay,10/19/2011,26.0,"1,291,954,163",205567,77.0,"325,509,002","2,163,945","119,567,231","1,016,743,063",0
Devil Doesnï¿½ï¿½ï¿½t B,(Un)Commentary,Alec Benjamin,4/15/2022,26.0,"203,417,763",41522,66.0,"69,712,050","939,096","85,472,081","686,244,417",0
Vamos Aclarando Muchas Cosas - En Vivo,Vamos Aclarando Muchas Cosas (En Vivo),Codiciado,9/2/2022,26.0,"145,135,597",15952,65.0,"226,936,682","537,097","10,955,274","181,357,126",1
Peru,#NAME?,Fireboy DML,1/1/2020,26.0,"316,588,910",82524,62.0,"276,127,028","1,891,292","17,340,575","291,943,987",1
Haja Colï¿½ï¿½rio (feat. Hugo & Guilherme) - Ao ,Haja Colï¿½ï¿½rio (feat. Hugo & Guilherme) [Ao V,Guilherme & Benuto,6/23/2022,26.0,"290,735,048",17734,60.0,"296,249,830","565,573","5,612,563","91,683,933",0
Just Pretend,THE DEATH OF PEACE OF MIND,Bad Omens,2/25/2022,26.0,"209,635,991",54470,71.0,"26,381,437","281,014","24,563,445","231,239,811",0
older,older,Isabel LaRosa,9/15/2023,26.0,"174,933,335",20035,,"13,345,496","254,331","496,198","3,421,698",0
